Catalog,GLong,GLat,Radius,Comments,Group_Flag,Group,Name,Alias,Simbad_comments,VGPSExclude,MagpisExclude,Parallax_Name,Magpis,NVSS,Cornish,Yusef20cmGC,LangRadio,LangPaschen,THOR,SMGPS,MeerKATGC,GName,RA (J2000),Dec (J2000),Name_Split,Name_Observed,GName_Observed,GLong_Observed,GLat_Observed,RA (J2000)_Observed,Dec (J2000)_Observed,TL,e_TL,FWHM,e_FWHM,VLSR,e_VLSR,VLSR_He,e_VLSR_He,FWHM_He,e_FWHM_He,TL_He,e_TL_He,VLSR_C,e_VLSR_C,FWHM_C,e_FWHM_C,TL_C,e_TL_C,Telescope,Resolution,Wavelength,Frequency,Author,Year,VLSR2,e_VLSR2,FWHM2,e_FWHM2,TL2,e_TL2,VLSR3,e_VLSR3,FWHM3,e_FWHM3,TL3,e_TL3,VLSR4,e_VLSR4,FWHM4,e_FWHM4,TL4,e_TL4,Name_Split_Observed,Name_Te,GName_Te,GLong_Te,GLat_Te,RA (J2000)_Te,Dec (J2000)_Te,Author_Te,Year_Te,Te,e_Te,y,e_y,Name_Split_Te,Name_Real_VLSR,GName_Real_VLSR,GLong_Real_VLSR,GLat_Real_VLSR,RA (J2000)_Real_VLSR,Dec (J2000)_Real_VLSR,Author_Real_VLSR,Year_Real_VLSR,Real_VLSR,Name_Split_Real_VLSR,Name_KDAR,GName_KDAR,GLong_KDAR,GLat_KDAR,RA (J2000)_KDAR,Dec (J2000)_KDAR,Author_KDAR,Year_KDAR,KDAR,DMethod,Name_Split_KDAR,GLIMPSE_Flux,GLIMPSE_e_Flux,GLIMPSE_Area,GLIMPSE_Saturation,MIPSGal_Flux,MIPSGal_e_Flux,MIPSGal_Area,MIPSGal_Saturation,WISE3_Flux,WISE3_e_Flux,WISE3_Area,WISE3_Saturation,WISE4_Flux,WISE4_e_Flux,WISE4_Area,WISE4_Saturation,HiGal70_Flux,HiGal70_e_Flux,HiGal70_Area,HiGal70_Saturation,HiGal160_Flux,HiGal160_e_Flux,HiGal160_Area,HiGal160_Saturation,VGPS_Flux,VGPS_e_Flux,VGPS_Area,VGPS_Saturation,MAGPIS_Flux,MAGPIS_e_Flux,MAGPIS_Area,GLong_Radio_Continuum,GLat_Radio_Continuum,RA (J2000)_Radio_Continuum,Dec (J2000)_Radio_Continuum,Author_Radio_Continuum,Year_Radio_Continuum,Match_Distance,GLong_Molecular,GLat_Molecular,RA (J2000)_Molecular,Dec (J2000)_Molecular,VLSR_Molecular,Molecule_Molecular,Author_Molecular,Year_Molecular,GName_Parallax,Alias_Parallax,RA (J2000)_Parallax,Dec (J2000)_Parallax,Parallax,e_Parallax,mux,e_mux,muy,e_muy,VLSR_Parallax,e_VLSR_Parallax,Author_Parallax,Name_Split_Parallax,spectrum_x,spectrum_y,Group_VLSR,Group_e_VLSR,Group_KDAR
K,332.275,-0.0032439,249.518,,0,,ATCA621;SHRDS758;G332.275-00.004,,,0,1,,0,0,0,0,0,0,0,1,0,G332.275-00.004,243.81668870029085,-50.880289667231644,[],G332.275-00.004,G332.291-00.045,332.29106391387126,-0.045364520273245,243.88125926840107,-50.8996057116022,0.42,0.02,13.0,0.85,-49.2,0.4,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.275-00.004'],G332.275-00.004,G332.291-00.045,332.29106391387126,-0.045364520273245,243.88125926840107,-50.8996057116022,Wenger et al. (2021),2021.0,5808.9,446.8,,,['G332.275-00.004'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.291,-0.0915544,30.2723,,0,,ATCA622;SHRDS757;G332.291-00.092,,,0,1,,0,0,0,0,0,0,0,1,0,G332.291-00.092,243.93189318316604,-50.932989378638524,[],G332.291-00.092,G332.293-00.096,332.2929927300915,-0.096428286464516,243.93952939089266,-50.935126216383345,31.8,0.8,22.5,0.7,-48.2,0.3,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.291-00.092'],G332.291-00.092,G332.293-00.096,332.2929927300915,-0.096428286464516,243.93952939089266,-50.935126216383345,Wenger et al. (2021),2021.0,5999.0,211.9,,,['G332.291-00.092'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.2942,-0.096,243.94044092377393,-50.93398125907072,Urquhart et al (2007),2007.0,0.003983987871472282,332.293,-0.095,243.93796841584194,-50.93409068946754,  -48.4,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,,,
C,332.293,-0.535245,52.5543,,0,,ATCA623;SHRDS755,,,0,1,,0,0,0,0,0,0,0,1,0,G332.293-00.536,244.42499135439093,-51.25071844644349,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.293,-0.105307,44.3454,,0,,ATCA624;SHRDS756;G332.291-00.092,,,0,1,,0,0,0,0,0,0,0,1,0,G332.293-00.106,243.94929456279263,-50.94152660493091,[],G332.291-00.092,G332.293-00.096,332.2929927300915,-0.096428286464516,243.93952939089266,-50.935126216383345,31.8,0.8,22.5,0.7,-48.2,0.3,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.291-00.092'],G332.291-00.092,G332.293-00.096,332.2929927300915,-0.096428286464516,243.93952939089266,-50.935126216383345,Wenger et al. (2021),2021.0,5999.0,211.9,,,['G332.291-00.092'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.311,-0.566998,112.544,,0,,ATCA625;SHRDS759;G332.311-00.567,,,0,1,,0,0,0,0,0,0,0,1,0,G332.311-00.567,244.48098755404868,-51.260920313114376,[],G332.311-00.567,G332.320-00.563,332.3204635702682,-0.5634299650033098,244.48784107962754,-51.2517614833993,29.3,1.0,17.3,0.7,-56.3,0.3,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.311-00.567'],G332.311-00.567,G332.320-00.563,332.3204635702682,-0.5634299650033098,244.48784107962754,-51.2517614833993,Wenger et al. (2021),2021.0,5694.0,267.7,,,['G332.311-00.567'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.335,0.683691,63.0861,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G332.335+00.683,243.14063310854502,-50.340446036121584,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.34,-0.114369,39.6843,,0,,ATCA626;SHRDS760;G332.340-00.115,,,0,1,,0,0,0,0,0,0,0,1,0,G332.340-00.115,244.01302678778254,-50.915497721856646,[],G332.340-00.115,G332.343-00.109,332.34266672224385,-0.1087375563797775,244.00988461032819,-50.909590138817435,0.01,0.01,14.78,3.63,-46.3,1.5,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.340-00.115'],G332.340-00.115,G332.343-00.109,332.34266672224385,-0.1087375563797775,244.00988461032819,-50.909590138817435,Wenger et al. (2021),2021.0,5987.5,1702.6,,,['G332.340-00.115'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.347,-0.426455,44.5158,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G332.347-00.427,244.36581248594143,-51.13506558914814,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,332.353,-0.117208,16.2019,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G332.353-00.118,244.03100785179709,-50.9085317360023,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,332.356,-0.12193,16.2019,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G332.356-00.122,244.0396286091065,-50.90985423419619,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.369,0.584222,80.2571,,0,,ATCA627;SHRDS761,,,0,1,,0,0,0,0,0,0,0,1,0,G332.369+00.584,243.28631202079345,-50.389582355017204,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.382,0.0804811,93.1014,,0,,ATCA628;SHRDS763;G332.382+00.080,,,0,1,,0,0,0,0,0,0,0,1,0,G332.382+00.080,243.84742411492422,-50.74582136968255,[],G332.382+00.080,G332.395+00.067,332.39518436519467,0.0672927455279232,243.87688859125728,-50.74622676679897,15.0,1.1,18.4,1.6,-42.2,0.7,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.382+00.080'],G332.382+00.080,G332.395+00.067,332.39518436519467,0.0672927455279232,243.87688859125728,-50.74622676679897,Wenger et al. (2021),2021.0,7232.5,740.9,,,['G332.382+00.080'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003186825569440254,332.384,0.078,243.85241885188927,-50.74623040605751,       ,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,,,
C,332.394,-0.667466,437.844,,0,,ATCA629;SHRDS765,,,0,1,,0,0,0,0,0,0,0,0,0,G332.394-00.668,244.6880796698714,-51.274803682286446,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.395,-0.181265,115.707,,0,,ATCA630;SHRDS762,,,0,1,,0,0,0,0,0,0,0,1,0,G332.395-00.182,244.14948306221117,-50.925513322497984,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.412,-0.504933,58.1402,,0,,ATCA631;SHRDS764;G332.412-00.505,,,0,1,,0,0,0,0,0,0,0,1,0,G332.412-00.505,244.52729000540322,-51.145983255346856,[],G332.412-00.505,G332.412-00.502,332.4116532897782,-0.5018151550509885,244.52342468830042,-51.143993041849534,5.12,0.13,22.6,0.66,-54.3,0.3,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.412-00.505'],G332.412-00.505,G332.412-00.502,332.4116532897782,-0.5018151550509885,244.52342468830042,-51.143993041849534,Wenger et al. (2021),2021.0,5331.6,182.0,,,['G332.412-00.505'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.415,0.0532528,228.792,,0,,ATCA632;SHRDS766;G332.382+00.080;G332.415+00.053,,,0,1,,0,0,0,0,0,0,0,0,0,G332.415+00.053,243.91484876731576,-50.742649536761846,[],G332.382+00.080,G332.395+00.067,332.39518436519467,0.0672927455279232,243.87688859125728,-50.74622676679897,15.0,1.1,18.4,1.6,-42.2,0.7,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.382+00.080'],G332.382+00.080,G332.395+00.067,332.39518436519467,0.0672927455279232,243.87688859125728,-50.74622676679897,Wenger et al. (2021),2021.0,7232.5,740.9,,,['G332.382+00.080'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.45,-0.17687,62.5342,,0,,ATCA633;SHRDS767;G332.450-00.177,,,0,1,,0,0,0,0,0,0,0,1,0,G332.450-00.177,244.20737072532984,-50.88414058172064,[],G332.450-00.177,G332.448-00.177,332.4481748938697,-0.1766563746068443,244.20505542321584,-50.88525548811955,5.14,0.78,21.42,3.92,-25.8,1.6,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.450-00.177'],G332.450-00.177,G332.448-00.177,332.4481748938697,-0.1766563746068443,244.20505542321584,-50.88525548811955,Wenger et al. (2021),2021.0,9048.9,1880.1,,,['G332.450-00.177'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.456,-0.0829997,92.4204,,0,,ATCA634;SHRDS768,,,0,1,,0,0,0,0,0,0,0,1,0,G332.456-00.083,244.11094131584588,-50.81244071291623,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005384886265283433,332.458,-0.078,244.10772804789585,-50.8074533011125,       ,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,,,
C,332.469,-0.131238,26.758,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G332.469-00.132,244.17877946643478,-50.83812332809969,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.498821,-0.1136256,65.973,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G332.498-00.114,244.19335613002517,-50.80473642448961,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.5,0.476901,217.451,,0,,ATCA635;SHRDS769,,,0,1,,0,0,0,0,0,0,0,1,0,G332.500+00.476,243.55121133540032,-50.37749311152914,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.516,-0.112097,70.7395,obsbetween,0,,ATCA636;G332.541-00.111,,,0,1,,0,0,0,0,0,0,0,1,0,G332.516-00.113,244.2112179693988,-50.791698110804106,[],G332.541-00.111,G332.541-00.111,332.541,-0.111,244.2384336492952,-50.77352937985985,0.131,,26.0,,-50.0,,,,,,,,,,,,,,Parkes,4.0,6.0,5.0,Caswell & Haynes (1987),1987.0,,,,,,,,,,,,,,,,,,,['G332.541-00.111'],G332.541-00.111,G332.541-00.111,332.541,-0.111,244.2384336492952,-50.77352937985985,Caswell & Haynes (1987),1987.0,4500.0,,,,['G332.541-00.111'],,,,,,,,,,,G332.541-00.111,G332.541-00.111,332.541,-0.111,244.2384336492952,-50.77352937985985,Caswell & Haynes (1987),1987.0, ,H2CO/Kinematic,['G332.541-00.111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.551,0.257353,103.941,,0,,ATCA637;SHRDS770;G332.551+00.257,,,0,1,,0,0,0,0,0,0,0,1,0,G332.551+00.257,243.8470497991475,-50.50119033793327,[],G332.551+00.257,G332.555+00.256,332.55479039241857,0.2560741197686406,243.85274451461314,-50.49949282037216,19.22,1.45,22.68,1.99,-74.1,0.8,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.551+00.257'],G332.551+00.257,G332.555+00.256,332.55479039241857,0.2560741197686406,243.85274451461314,-50.49949282037216,Wenger et al. (2021),2021.0,5672.7,578.4,,,['G332.551+00.257'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.554,-0.152112,132.864,obsbetween,0,,ATCA638;G332.541-00.111;G332.554-00.153,,,0,1,,0,0,0,0,0,0,0,1,0,G332.554-00.153,244.29843850339535,-50.79402095229213,[],G332.554-00.153,G332.543-00.131,332.54327006190334,-0.1310445122716438,244.26306015662232,-50.78635390952351,163.3,6.58,22.27,1.04,-47.8,0.4,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.554-00.153'],G332.554-00.153,G332.543-00.131,332.54327006190334,-0.1310445122716438,244.26306015662232,-50.78635390952351,Wenger et al. (2021),2021.0,5884.5,317.5,,,['G332.554-00.153'],,,,,,,,,,,G332.541-00.111,G332.541-00.111,332.541,-0.111,244.2384336492952,-50.77352937985985,Caswell & Haynes (1987),1987.0, ,H2CO/Kinematic,['G332.541-00.111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,332.555,-0.601499,21.347,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G332.555-00.602,244.79776646296673,-51.11497690532416,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.585,-0.5604,71.8617,,0,,ATCA639;SHRDS771;G332.585-00.561,,,0,1,,0,0,0,0,0,0,0,1,0,G332.585-00.561,244.78599107027014,-51.06463475259898,[],G332.585-00.561,G332.585-00.564,332.5854896183629,-0.5639276385865843,244.7904801018035,-51.06680861908155,18.8,1.3,21.4,1.7,-51.4,0.7,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.585-00.561'],G332.585-00.561,G332.585-00.564,332.5854896183629,-0.5639276385865843,244.7904801018035,-51.06680861908155,Wenger et al. (2021),2021.0,6701.1,620.2,,,['G332.585-00.561'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.601,-0.726114,75.0722,,0,,SHRDS1180,,,0,1,,0,0,0,0,0,0,0,1,0,G332.601-00.727,244.98937953194536,-51.17148683584804,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,332.62,-0.569408,62.2252,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G332.620-00.570,244.83575011760274,-51.046529962541825,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.633,-0.682613,78.3119,,1,G332.662-00.607;G332.657-00.622,SHRDS1181G;G332.633-00.683,,,0,1,,0,0,0,0,0,0,0,1,0,G332.633-00.683,244.97696010170867,-51.118050177205646,[],G332.633-00.683,G332.637-00.676,332.6368750633524,-0.6762181026684757,244.97419702507352,-51.11077693949959,14.95,0.28,20.77,0.44,-48.4,0.2,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.633-00.683'],G332.633-00.683,G332.637-00.676,332.6368750633524,-0.6762181026684757,244.97419702507352,-51.11077693949959,Wenger et al. (2021),2021.0,4498.1,112.2,,,['G332.633-00.683'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.9,0.1,N
K,332.657,-0.621999,218.836,,0,,G332.662-00.607;G332.657-00.622,,,0,1,,0,0,0,0,0,0,0,1,0,G332.657-00.622,244.93638749103278,-51.05804589921741,[],G332.657-00.622,G332.650-00.609,332.6498057202282,-0.6090356526704059,244.91375882325286,-51.05386354572577,685.22,4.43,24.51,0.18,-47.9,0.1,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.657-00.622'],G332.657-00.622,G332.650-00.609,332.6498057202282,-0.6090356526704059,244.91375882325286,-51.05386354572577,Wenger et al. (2021),2021.0,5717.8,49.4,,,['G332.657-00.622'],,,,,,,,,,,G332.662-00.607,G332.662-00.607,332.662,-0.607,244.92530072261746,-51.0438545748889,Caswell & Haynes (1987),1987.0,N,H2CO/Kinematic,['G332.662-00.607'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.67,-0.330734,23.0223,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G332.670-00.331,244.6272068933097,-50.841104932735696,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,332.701,-0.587345,19.5165,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G332.701-00.588,244.94751061622688,-51.00247839215839,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.718,-0.0526083,25.2023,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G332.718-00.053,244.3749007630367,-50.608409563358855,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.733,-0.0270469,19.8914,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G332.733-00.028,244.36380379168673,-50.57962136547339,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.744,0.674045,72.1675,,0,,ATCA640;SHRDS772,,,0,1,,0,0,0,0,0,0,0,1,0,G332.744+00.674,243.61530837164332,-50.066504565393444,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.748815,0.668927,243.6262384721079,-50.0668931150582,Sanchez-Monge et al. (2013),2013.0,0.007026958730455667,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.762,-0.594871,411.033,,0,,G332.789-00.564;G332.657-00.622;G332.762-00.595,,,0,1,,0,0,0,0,0,0,0,1,0,G332.762-00.595,245.0248587994052,-50.96497967770716,[],G332.657-00.622,G332.650-00.609,332.6498057202282,-0.6090356526704059,244.91375882325286,-51.05386354572577,685.22,4.43,24.51,0.18,-47.9,0.1,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.657-00.622'],G332.657-00.622,G332.650-00.609,332.6498057202282,-0.6090356526704059,244.91375882325286,-51.05386354572577,Wenger et al. (2021),2021.0,5717.8,49.4,,,['G332.657-00.622'],,,,,,,,,,,G332.789-00.564,G332.789-00.564,332.789,-0.564,245.02089683041098,-50.924044211259904,Caswell & Haynes (1987),1987.0,N,H2CO/Kinematic,['G332.789-00.564'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.766,-0.0059989,86.115,,0,,ATCA641;SHRDS774;G332.766-00.006,,,0,1,,0,0,0,0,0,0,0,1,0,G332.766-00.006,244.37799155148406,-50.54153219335844,[],G332.766-00.006,G332.767-00.008,332.76717490383965,-0.0083785804179359,244.38192659098263,-50.5424206969967,22.9,1.0,24.1,1.2,-97.0,0.5,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.766-00.006'],G332.766-00.006,G332.767-00.008,332.76717490383965,-0.0083785804179359,244.38192659098263,-50.5424206969967,Wenger et al. (2021),2021.0,5226.1,299.8,,,['G332.766-00.006'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.7656,-0.008,244.37973381306406,-50.54324638870149,Urquhart et al (2007),2007.0,0.0031626256828647015,332.769,-0.007,244.38247527252733,-50.540160195109095,  -95.0,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,,,
