Catalog,GLong,GLat,Radius,Comments,Group_Flag,Group,Name,Alias,Simbad_comments,VGPSExclude,MagpisExclude,Parallax_Name,Magpis,NVSS,Cornish,Yusef20cmGC,LangRadio,LangPaschen,THOR,SMGPS,MeerKATGC,GName,RA (J2000),Dec (J2000),Name_Split,Name_Observed,GName_Observed,GLong_Observed,GLat_Observed,RA (J2000)_Observed,Dec (J2000)_Observed,TL,e_TL,FWHM,e_FWHM,VLSR,e_VLSR,VLSR_He,e_VLSR_He,FWHM_He,e_FWHM_He,TL_He,e_TL_He,VLSR_C,e_VLSR_C,FWHM_C,e_FWHM_C,TL_C,e_TL_C,Telescope,Resolution,Wavelength,Frequency,Author,Year,VLSR2,e_VLSR2,FWHM2,e_FWHM2,TL2,e_TL2,VLSR3,e_VLSR3,FWHM3,e_FWHM3,TL3,e_TL3,VLSR4,e_VLSR4,FWHM4,e_FWHM4,TL4,e_TL4,Name_Split_Observed,Name_Te,GName_Te,GLong_Te,GLat_Te,RA (J2000)_Te,Dec (J2000)_Te,Author_Te,Year_Te,Te,e_Te,y,e_y,Name_Split_Te,Name_Real_VLSR,GName_Real_VLSR,GLong_Real_VLSR,GLat_Real_VLSR,RA (J2000)_Real_VLSR,Dec (J2000)_Real_VLSR,Author_Real_VLSR,Year_Real_VLSR,Real_VLSR,Name_Split_Real_VLSR,Name_KDAR,GName_KDAR,GLong_KDAR,GLat_KDAR,RA (J2000)_KDAR,Dec (J2000)_KDAR,Author_KDAR,Year_KDAR,KDAR,DMethod,Name_Split_KDAR,GLIMPSE_Flux,GLIMPSE_e_Flux,GLIMPSE_Area,GLIMPSE_Saturation,MIPSGal_Flux,MIPSGal_e_Flux,MIPSGal_Area,MIPSGal_Saturation,WISE3_Flux,WISE3_e_Flux,WISE3_Area,WISE3_Saturation,WISE4_Flux,WISE4_e_Flux,WISE4_Area,WISE4_Saturation,HiGal70_Flux,HiGal70_e_Flux,HiGal70_Area,HiGal70_Saturation,HiGal160_Flux,HiGal160_e_Flux,HiGal160_Area,HiGal160_Saturation,VGPS_Flux,VGPS_e_Flux,VGPS_Area,VGPS_Saturation,MAGPIS_Flux,MAGPIS_e_Flux,MAGPIS_Area,GLong_Radio_Continuum,GLat_Radio_Continuum,RA (J2000)_Radio_Continuum,Dec (J2000)_Radio_Continuum,Author_Radio_Continuum,Year_Radio_Continuum,Match_Distance,GLong_Molecular,GLat_Molecular,RA (J2000)_Molecular,Dec (J2000)_Molecular,VLSR_Molecular,Molecule_Molecular,Author_Molecular,Year_Molecular,GName_Parallax,Alias_Parallax,RA (J2000)_Parallax,Dec (J2000)_Parallax,Parallax,e_Parallax,mux,e_mux,muy,e_muy,VLSR_Parallax,e_VLSR_Parallax,Author_Parallax,Name_Split_Parallax,spectrum_x,spectrum_y,Group_VLSR,Group_e_VLSR,Group_KDAR
C,331.475,-0.137213,26.1618,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G331.475-00.138,243.03632113441256,-51.52751517686824,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,331.485,-0.122766,26.1618,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G331.485-00.123,243.0321823773241,-51.510134648958704,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,331.491,-0.115681,17.3339,,0,,SHRDS733,,,0,1,,0,0,0,0,0,0,0,1,0,G331.491-00.116,243.03143889914202,-51.50086195178845,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.4911,-0.1152,243.0310280447765,-51.50044248999861,Urquhart et al (2007),2007.0,0.0004912850496466965,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,331.5,-0.490299,37.4397,,0,,ATCA602;SHRDS734;G331.500-00.491,,,0,1,,0,0,0,0,0,0,0,1,0,G331.500-00.491,243.45579663827766,-51.767406328953236,[],G331.500-00.491,G331.498-00.492,331.49827869089034,-0.4923772365017601,243.456086924214,-51.770098815484864,4.12,0.56,26.99,4.41,-7.9,1.8,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G331.500-00.491'],G331.500-00.491,G331.498-00.492,331.49827869089034,-0.4923772365017601,243.456086924214,-51.770098815484864,Wenger et al. (2021),2021.0,8424.5,1560.1,,,['G331.500-00.491'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,331.508,0.201485,25.8058,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G331.508+00.201,242.70487914547698,-51.257267686037615,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,331.52,-0.0753017,153.201,,0,,G331.517-00.069;G331.520-00.076;G331.520-00.076,,,0,1,,0,0,0,0,0,0,0,1,0,G331.520-00.076,243.02112122459224,-51.45156500707935,[],G331.520-00.076,G331.520-00.089,331.52040030998666,-0.0891156765370993,243.03674212210768,-51.461375447419286,186.86,9.84,32.19,0.48,-90.7,0.3,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,-96.4,0.2,17.35,0.85,108.64,9.8,,,,,,,,,,,,,['G331.520-00.076'],G331.520-00.076,G331.520-00.089,331.52040030998666,-0.0891156765370993,243.03674212210768,-51.461375447419286,Wenger et al. (2021),2021.0,7661.7,364.8,,,['G331.520-00.076'],,,,,,,,,,,G331.517-00.069,G331.517-00.069,331.517,-0.069,243.01069674166348,-51.4490140661707,Caswell & Haynes (1987),1987.0,N,HIEA/Kinematic,['G331.517-00.069'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,331.538,-0.307402,53.7732,,0,,ATCA603;SHRDS735;G331.538-00.308,,,0,1,,0,0,0,0,0,0,0,1,0,G331.538-00.308,243.2976835736504,-51.608387173812616,[],G331.538-00.308,G331.538-00.309,331.5383924551628,-0.3089033971740507,243.29980211234087,-51.60921010811993,14.0,0.9,20.6,1.5,-96.3,0.6,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,-60.2,1.7,19.6,4.1,5.1,0.9,,,,,,,,,,,,,['G331.538-00.308'],G331.538-00.308,G331.538-00.309,331.5383924551628,-0.3089033971740507,243.29980211234087,-51.60921010811993,Wenger et al. (2021),2021.0,19371.3,4581.2,,,['G331.538-00.308'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.537264,-0.307251,243.29665460274705,-51.60878230934957,Sanchez-Monge et al. (2013),2013.0,0.0007513301538111776,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,331.546,-0.153606,26.1618,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G331.546-00.154,243.13755038408146,-51.490906417511475,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,331.559,-0.127366,60.727,,0,,ATCA604;SHRDS736;G331.559-00.128,,,0,1,,0,0,0,0,0,0,0,1,0,G331.559-00.128,243.12393011755375,-51.462878335624325,[],G331.559-00.128,G331.557-00.121,331.5571219745334,-0.1210100196663268,243.11475079563698,-51.45952914834015,86.31,0.71,28.88,0.55,-102.8,0.3,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,-81.1,0.2,13.93,0.56,43.64,1.76,,,,,,,,,,,,,['G331.559-00.128'],G331.559-00.128,G331.557-00.121,331.5571219745334,-0.1210100196663268,243.11475079563698,-51.45952914834015,Wenger et al. (2021),2021.0,7027.9,127.3,,,['G331.559-00.128'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,331.56,0.0918975,81.9132,,0,,ATCA605;SHRDS737;G331.560+00.091,,,0,1,,0,0,0,0,0,0,0,1,0,G331.560+00.091,242.88507430071033,-51.30208521740638,[],G331.560+00.091,G331.567+00.067,331.56650614083924,0.0674427152167881,242.9193716852251,-51.31552729877285,76.0,1.9,14.5,0.4,-88.3,0.2,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G331.560+00.091'],G331.560+00.091,G331.567+00.067,331.56650614083924,0.0674427152167881,242.9193716852251,-51.31552729877285,Wenger et al. (2021),2021.0,4967.3,167.4,,,['G331.560+00.091'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,331.58,-0.0218317,396.572,,1,G331.517-00.069;G331.520-00.076;G331.520-00.076,SHRDS1178G;G331.520-00.076;G331.580-00.022,,,0,1,,0,0,0,0,0,0,0,1,0,G331.580-00.022,243.03275600646177,-51.37152516744201,[],G331.520-00.076,G331.520-00.089,331.52040030998666,-0.0891156765370993,243.03674212210768,-51.461375447419286,186.86,9.84,32.19,0.48,-90.7,0.3,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,-96.4,0.2,17.35,0.85,108.64,9.8,,,,,,,,,,,,,['G331.520-00.076'],G331.520-00.076,G331.520-00.089,331.52040030998666,-0.0891156765370993,243.03674212210768,-51.461375447419286,Wenger et al. (2021),2021.0,7661.7,364.8,,,['G331.520-00.076'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.7,0.3,N
C,331.604,-0.109086,44.0399,,0,,ATCA606;SHRDS738,,,0,1,,0,0,0,0,0,0,0,1,0,G331.604-00.110,243.1564795746904,-51.41874769105122,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,331.62,0.518929,31.061,,0,,SHRDS739,,,0,1,,0,0,0,0,0,0,0,0,0,G331.620+00.518,242.49244021745213,-50.94820466239083,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.619871,0.520681,242.4904040412438,-50.947004483272764,Sanchez-Monge et al. (2013),2013.0,0.0017567427244772867,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,331.624,0.526845,13.4255,,0,,SHRDS740,,,0,1,,0,0,0,0,0,0,0,0,0,G331.624+00.526,242.48858659815454,-50.93967435753087,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.619871,0.520681,242.4904040412438,-50.947004483272764,Sanchez-Monge et al. (2013),2013.0,0.007419133170410499,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,331.628,-0.925281,2790.92,?????????????,0,,ATCA607;SHRDS749;G331.056-00.437,,,0,1,,0,0,0,0,0,0,0,1,0,G331.628-00.926,244.0925183917641,-51.99346751219722,[],G331.056-00.437,G331.057-00.433,331.0566725147875,-0.4334065328374146,242.86911698484408,-52.02953343347898,12.5,0.8,23.2,1.7,-66.0,0.7,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G331.056-00.437'],G331.056-00.437,G331.057-00.433,331.0566725147875,-0.4334065328374146,242.86911698484408,-52.02953343347898,Wenger et al. (2021),2021.0,4615.8,409.3,,,['G331.056-00.437'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,331.639,-0.295865,45.3622,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G331.639-00.296,243.40306642486556,-51.530648643775216,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,331.653,0.128056,105.119,,0,,ATCA608;SHRDS741;G331.653+00.128,,,0,1,,0,0,0,0,0,0,0,1,0,G331.653+00.128,242.95427842913324,-51.21219266105103,[],G331.653+00.128,G331.654+00.133,331.6540162303226,0.1330730943863265,242.9499963356162,-51.2078328846537,41.6,1.2,18.4,0.6,-91.1,0.3,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G331.653+00.128'],G331.653+00.128,G331.654+00.133,331.6540162303226,0.1330730943863265,242.9499963356162,-51.2078328846537,Wenger et al. (2021),2021.0,5313.0,213.0,,,['G331.653+00.128'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005617395837903724,331.657,0.132,242.9546456708464,-51.20657998591096,       ,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,,,
K,331.667,-0.0928992,99.0141,,0,,ATCA609;SHRDS742;G331.667-00.093,,,0,1,,0,0,0,0,0,0,0,1,0,G331.667-00.093,243.2122647186595,-51.363799762231835,[],G331.667-00.093,G331.674-00.090,331.6740261346723,-0.0904244186275753,243.21774311765498,-51.357182434657865,0.41,0.04,32.46,3.39,-80.9,1.4,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G331.667-00.093'],G331.667-00.093,G331.674-00.090,331.6740261346723,-0.0904244186275753,243.21774311765498,-51.357182434657865,Wenger et al. (2021),2021.0,15345.9,1803.7,,,['G331.667-00.093'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,331.689,0.16203,52.5359,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G331.689+00.162,242.9592373453794,-51.162790597028994,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,331.744,-0.0672339,74.2873,,0,,ATCA610;SHRDS743;G331.744-00.068,,,0,1,,0,0,0,0,0,0,0,1,0,G331.744-00.068,243.2738138124197,-51.29232559029852,[],G331.744-00.068,G331.743-00.071,331.74293636498913,-0.0705874092680431,243.27625442725207,-51.2954954672818,26.2,1.1,25.7,1.2,-89.4,0.5,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G331.744-00.068'],G331.744-00.068,G331.743-00.071,331.74293636498913,-0.0705874092680431,243.27625442725207,-51.2954954672818,Wenger et al. (2021),2021.0,6629.0,369.0,,,['G331.744-00.068'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,331.76,0.0640347,109.699,,0,,ATCA611;SHRDS744;G331.760+00.064,,,0,1,,0,0,0,0,0,0,0,0,0,G331.760+00.064,243.14874546897457,-51.18575976637207,[],G331.760+00.064,G331.761+00.066,331.7608414788655,0.0657264995500084,243.14787606524257,-51.18395053997709,0.03,0.01,23.13,1.84,-48.8,0.8,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G331.760+00.064'],G331.760+00.064,G331.761+00.066,331.7608414788655,0.0657264995500084,243.14787606524257,-51.18395053997709,Wenger et al. (2021),2021.0,3741.8,346.9,,,['G331.760+00.064'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,331.786,-0.132488,45.0053,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G331.786-00.133,243.39430893180085,-51.31094224028801,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,331.797,-0.1479,146.95,,0,,ATCA612;SHRDS745;G331.797-00.148,,,0,1,,0,0,0,0,0,0,0,1,0,G331.797-00.148,243.42403749981017,-51.314578638113765,[],G331.797-00.148,G331.815-00.158,331.8146101536113,-0.1581036131631275,243.45571835576538,-51.30988050989881,0.02,0.01,29.63,4.54,-103.4,1.8,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G331.797-00.148'],G331.797-00.148,G331.815-00.158,331.8146101536113,-0.1581036131631275,243.45571835576538,-51.30988050989881,Wenger et al. (2021),2021.0,4064.8,711.9,,,['G331.797-00.148'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,331.834,-0.0012342,160.992,,0,,ATCA613;SHRDS746;G331.834-00.002,,,0,1,,0,0,0,0,0,0,0,1,0,G331.834-00.002,243.3060787424844,-51.182562748971435,[],G331.834-00.002,G331.827-00.006,331.8272839295427,-0.005764217956367,243.3032437849999,-51.190466497293606,17.6,0.9,24.3,1.4,-81.4,0.6,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G331.834-00.002'],G331.834-00.002,G331.827-00.006,331.8272839295427,-0.005764217956367,243.3032437849999,-51.190466497293606,Wenger et al. (2021),2021.0,5769.5,392.5,,,['G331.834-00.002'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,331.864,0.0590425,38.1243,,0,,ATCA614;SHRDS748,,,0,1,,0,0,0,0,0,0,0,1,0,G331.864+00.059,243.27494963086275,-51.118126804759804,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,331.865,-0.121506,45.5675,,0,,ATCA615;SHRDS747,,,0,1,,0,0,0,0,0,0,0,1,0,G331.865-00.122,243.47395561767334,-51.248656597649614,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,331.911,-0.0336303,78.8123,,0,,ATCA616;SHRDS750,,,0,1,,0,0,0,0,0,0,0,1,0,G331.911-00.034,243.43081679873387,-51.153223411699294,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,331.936,-0.240295,18.7626,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G331.936-00.241,243.6869997332572,-51.2858465503383,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.002,-0.114152,58.5136,,0,,SHRDS1179,,,0,1,,0,0,0,0,0,0,0,1,0,G332.002-00.115,243.62441212871846,-51.14898473159149,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.046,-0.0551306,169.96,,0,,ATCA617;SHRDS751,,,0,1,,0,0,0,0,0,0,0,1,0,G332.046-00.056,243.61038777083954,-51.07589571936239,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.062,0.509878,49.7127,,0,,ATCA618;SHRDS752;G332.062+00.509,,,0,1,,0,0,0,0,0,0,0,0,0,G332.062+00.509,243.0144638655888,-50.65395922019328,[],G332.062+00.509,G332.063+00.509,332.0629484533982,0.508570472653731,243.01696533190653,-50.65426572355403,7.3,0.74,18.65,2.19,-36.2,0.9,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.062+00.509'],G332.062+00.509,G332.063+00.509,332.0629484533982,0.508570472653731,243.01696533190653,-50.65426572355403,Wenger et al. (2021),2021.0,4940.2,680.3,,,['G332.062+00.509'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.07,0.500311,91.3474,,0,,G332.062+00.509,,,0,1,,0,0,0,0,0,0,0,0,0,G332.070+00.500,243.0339882288064,-50.6554759021334,[],G332.062+00.509,G332.063+00.509,332.0629484533982,0.508570472653731,243.01696533190653,-50.65426572355403,7.3,0.74,18.65,2.19,-36.2,0.9,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.062+00.509'],G332.062+00.509,G332.063+00.509,332.0629484533982,0.508570472653731,243.01696533190653,-50.65426572355403,Wenger et al. (2021),2021.0,4940.2,680.3,,,['G332.062+00.509'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.092,-0.421068,81.565,,0,,ATCA619;SHRDS753,,,0,1,,0,0,0,0,0,0,0,1,0,G332.092-00.422,244.0671550403132,-51.30845071373889,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G332.092-00.422,G332.103-00.423,332.10266227710537,-0.4227130964759213,244.08126336806438,-51.30223861688503,Wenger et al. (2021),2021.0,6093.4,381.7,,,['G332.092-00.422'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.143,0.0433678,50.4639,,0,,ATCA620;SHRDS754,,,0,1,,0,0,0,0,0,0,0,1,0,G332.143+00.043,243.61419079089214,-50.93767413600621,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.142891,0.043668,243.61373712526068,-50.93753176008109,Sanchez-Monge et al. (2013),2013.0,0.00031937601661611106,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,332.145,-0.451131,236.276,,0,,G332.148-00.446;G332.145-00.452;G332.092-00.422,,,0,1,,0,0,0,0,0,0,0,1,0,G332.145-00.452,244.16154903855627,-51.29330164837498,[],G332.092-00.422,G332.103-00.423,332.10266227710537,-0.4227130964759213,244.08126336806438,-51.30223861688503,16.59,0.78,20.71,1.12,-57.5,0.5,,,,,,,,,,,,,ATCA,1.1,3.8,7.8,Wenger et al. (2021),2021.0,,,,,,,,,,,,,,,,,,,['G332.092-00.422'],G332.092-00.422,G332.103-00.423,332.10266227710537,-0.4227130964759213,244.08126336806438,-51.30223861688503,Wenger et al. (2021),2021.0,6093.4,381.7,,,['G332.092-00.422'],,,,,,,,,,,G332.148-00.446,G332.148-00.446,332.148,-0.446,244.15930093419868,-51.28752669879837,Caswell & Haynes (1987),1987.0,N,HIEA/Kinematic,['G332.148-00.446'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.206,-0.0139869,42.338,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G332.206-00.014,243.74935086662796,-50.93572858078956,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,332.233,-0.0517733,42.338,,0,,,,,0,1,,0,0,0,0,0,0,0,1,0,G332.233-00.052,243.82175876524718,-50.944390237748046,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
